# Coefficient of the unitary W of degenerated perturbation theory at order r=8
# Format: <list of exponents [m_r, ..., m_{1}]> <coeff>
0	1	0	0	2	0	5	0	-0.5
0	1	0	0	2	1	0	4	0.5
0	1	0	0	2	1	1	3	-0.5
0	1	0	0	2	1	2	2	-0.5
0	1	0	0	2	1	3	1	-0.5
0	1	0	0	2	1	4	0	0.5
0	1	0	0	2	2	0	3	0.5
0	1	0	0	2	2	1	2	-0.5
0	1	0	0	2	2	2	1	-0.5
0	1	0	0	2	2	3	0	0.5
0	1	0	0	2	3	0	2	0.375
0	1	0	0	2	3	1	1	-0.5
0	1	0	0	2	3	2	0	0.5
0	1	0	0	2	4	0	1	0.5
0	1	0	0	2	4	1	0	0.5
0	1	0	0	2	5	0	0	-0.5
0	1	0	0	3	0	0	4	-0.5
0	1	0	0	3	0	1	3	0.5
0	1	0	0	3	0	2	2	0.5
0	1	0	0	3	0	3	1	0.5
0	1	0	0	3	0	4	0	-0.5
0	1	0	0	3	1	0	3	0.5
0	1	0	0	3	1	1	2	-0.5
0	1	0	0	3	1	2	1	-0.5
0	1	0	0	3	1	3	0	0.5
0	1	0	0	3	2	0	2	0.375
0	1	0	0	3	2	1	1	-0.5
0	1	0	0	3	2	2	0	0.5
0	1	0	0	3	3	0	1	0.5
0	1	0	0	3	3	1	0	0.5
0	1	0	0	3	4	0	0	-0.5
0	1	0	0	4	0	0	3	-0.375
0	1	0	0	4	0	1	2	0.375
0	1	0	0	4	0	2	1	0.375
0	1	0	0	4	0	3	0	-0.375
0	1	0	0	4	1	0	2	0.375
0	1	0	0	4	1	1	1	-0.5
0	1	0	0	4	1	2	0	0.5
0	1	0	0	4	2	0	1	0.5
0	1	0	0	4	2	1	0	0.5
0	1	0	0	4	3	0	0	-0.5
0	1	0	0	5	0	0	2	-0.375
0	1	0	0	5	0	1	1	0.5
0	1	0	0	5	0	2	0	-0.5
0	1	0	0	5	1	0	1	0.5
0	1	0	0	5	1	1	0	0.5
0	1	0	0	5	2	0	0	-0.5
0	1	0	0	6	0	0	1	-0.5
0	1	0	0	6	0	1	0	-0.5
0	1	0	0	6	1	0	0	-0.5
0	1	0	0	7	0	0	0	0.5
0	1	0	1	0	0	0	6	-0.5
0	1	0	1	0	0	1	5	0.5
0	1	0	1	0	0	2	4	0.5
0	1	0	1	0	0	3	3	0.5
0	1	0	1	0	0	4	2	0.5
0	1	0	1	0	0	5	1	0.5
0	1	0	1	0	0	6	0	-0.5
0	1	0	1	0	1	0	5	0.5
0	1	0	1	0	1	1	4	-0.5
0	1	0	1	0	1	2	3	-0.5
0	1	0	1	0	1	3	2	-0.5
0	1	0	1	0	1	4	1	-0.5
0	1	0	1	0	1	5	0	0.5
0	1	0	1	0	2	0	4	0.5
0	1	0	1	0	2	1	3	-0.5
0	1	0	1	0	2	2	2	-0.5
0	1	0	1	0	2	3	1	-0.5
0	1	0	1	0	2	4	0	0.5
0	1	0	1	0	3	0	3	0.5
0	1	0	1	0	3	1	2	-0.5
0	1	0	1	0	3	2	1	-0.5
0	1	0	1	0	3	3	0	0.5
0	1	0	1	0	4	0	2	0.375
0	1	0	1	0	4	1	1	-0.5
0	1	0	1	0	4	2	0	0.5
0	1	0	1	0	5	0	1	0.5
0	1	0	1	0	5	1	0	0.5
0	1	0	1	0	6	0	0	-0.5
0	1	0	1	1	0	0	5	0.5
0	1	0	1	1	0	1	4	-0.5
0	1	0	1	1	0	2	3	-0.5
0	1	0	1	1	0	3	2	-0.5
0	1	0	1	1	0	4	1	-0.5
0	1	0	1	1	0	5	0	0.5
0	1	0	1	1	1	0	4	-0.5
0	1	0	1	1	1	1	3	0.5
0	1	0	1	1	1	2	2	0.5
0	1	0	1	1	1	3	1	0.5
0	1	0	1	1	1	4	0	-0.5
0	1	0	1	1	2	0	3	-0.5
0	1	0	1	1	2	1	2	0.5
0	1	0	1	1	2	2	1	0.5
0	1	0	1	1	2	3	0	-0.5
0	1	0	1	1	3	0	2	-0.375
0	1	0	1	1	3	1	1	0.5
0	1	0	1	1	3	2	0	-0.5
0	1	0	1	1	4	0	1	-0.5
0	1	0	1	1	4	1	0	-0.5
0	1	0	1	1	5	0	0	0.5
0	1	0	1	2	0	0	4	0.5
0	1	0	1	2	0	1	3	-0.5
0	1	0	1	2	0	2	2	-0.5
0	1	0	1	2	0	3	1	-0.5
0	1	0	1	2	0	4	0	0.5
0	1	0	1	2	1	0	3	-0.5
0	1	0	1	2	1	1	2	0.5
0	1	0	1	2	1	2	1	0.5
0	1	0	1	2	1	3	0	-0.5
0	1	0	1	2	2	0	2	-0.375
0	1	0	1	2	2	1	1	0.5
0	1	0	1	2	2	2	0	-0.5
0	1	0	1	2	3	0	1	-0.5
0	1	0	1	2	3	1	0	-0.5
0	1	0	1	2	4	0	0	0.5
0	1	0	1	3	0	0	3	0.375
0	1	0	1	3	0	1	2	-0.375
0	1	0	1	3	0	2	1	-0.375
0	1	0	1	3	0	3	0	0.375
0	1	0	1	3	1	0	2	-0.375
0	1	0	1	3	1	1	1	0.5
0	1	0	1	3	1	2	0	-0.5
0	1	0	1	3	2	0	1	-0.5
0	1	0	1	3	2	1	0	-0.5
0	1	0	1	3	3	0	0	0.5
0	1	0	1	4	0	0	2	0.375
0	1	0	1	4	0	1	1	-0.5
0	1	0	1	4	0	2	0	0.5
0	1	0	1	4	1	0	1	-0.5
0	1	0	1	4	1	1	0	-0.5
0	1	0	1	4	2	0	0	0.5
0	1	0	1	5	0	0	1	0.5
0	1	0	1	5	0	1	0	0.5
0	1	0	1	5	1	0	0	0.5
0	1	0	1	6	0	0	0	-0.5
0	1	0	2	0	0	0	5	-0.5
0	1	0	2	0	0	1	4	0.5
0	1	0	2	0	0	2	3	0.5
0	1	0	2	0	0	3	2	0.5
0	1	0	2	0	0	4	1	0.5
0	1	0	2	0	0	5	0	-0.5
0	1	0	2	0	1	0	4	0.5
0	1	0	2	0	1	1	3	-0.5
0	1	0	2	0	1	2	2	-0.5
0	1	0	2	0	1	3	1	-0.5
0	1	0	2	0	1	4	0	0.5
0	1	0	2	0	2	0	3	0.5
0	1	0	2	0	2	1	2	-0.5
0	1	0	2	0	2	2	1	-0.5
0	1	0	2	0	2	3	0	0.5
0	1	0	2	0	3	0	2	0.375
0	1	0	2	0	3	1	1	-0.5
0	1	0	2	0	3	2	0	0.5
0	1	0	2	0	4	0	1	0.5
0	1	0	2	0	4	1	0	0.5
0	1	0	2	0	5	0	0	-0.5
0	1	0	2	1	0	0	4	0.5
0	1	0	2	1	0	1	3	-0.5
0	1	0	2	1	0	2	2	-0.5
0	1	0	2	1	0	3	1	-0.5
0	1	0	2	1	0	4	0	0.5
0	1	0	2	1	1	0	3	-0.5
0	1	0	2	1	1	1	2	0.5
0	1	0	2	1	1	2	1	0.5
0	1	0	2	1	1	3	0	-0.5
0	1	0	2	1	2	0	2	-0.375
0	1	0	2	1	2	1	1	0.5
0	1	0	2	1	2	2	0	-0.5
0	1	0	2	1	3	0	1	-0.5
0	1	0	2	1	3	1	0	-0.5
0	1	0	2	1	4	0	0	0.5
0	1	0	2	2	0	0	3	0.375
0	1	0	2	2	0	1	2	-0.375
0	1	0	2	2	0	2	1	-0.375
0	1	0	2	2	0	3	0	0.375
0	1	0	2	2	1	0	2	-0.375
0	1	0	2	2	1	1	1	0.5
0	1	0	2	2	1	2	0	-0.5
0	1	0	2	2	2	0	1	-0.5
0	1	0	2	2	2	1	0	-0.5
0	1	0	2	2	3	0	0	0.5
0	1	0	2	3	0	0	2	0.375
0	1	0	2	3	0	1	1	-0.5
0	1	0	2	3	0	2	0	0.5
0	1	0	2	3	1	0	1	-0.5
0	1	0	2	3	1	1	0	-0.5
0	1	0	2	3	2	0	0	0.5
0	1	0	2	4	0	0	1	0.5
0	1	0	2	4	0	1	0	0.5
0	1	0	2	4	1	0	0	0.5
0	1	0	2	5	0	0	0	-0.5
0	1	0	3	0	0	0	4	-0.375
0	1	0	3	0	0	1	3	0.375
0	1	0	3	0	0	2	2	0.375
0	1	0	3	0	0	3	1	0.375
0	1	0	3	0	0	4	0	-0.375
0	1	0	3	0	1	0	3	0.375
0	1	0	3	0	1	1	2	-0.375
0	1	0	3	0	1	2	1	-0.375
0	1	0	3	0	1	3	0	0.375
0	1	0	3	0	2	0	2	0.3125
0	1	0	3	0	2	1	1	-0.375
0	1	0	3	0	2	2	0	0.375
0	1	0	3	0	3	0	1	0.375
0	1	0	3	0	3	1	0	0.375
0	1	0	3	0	4	0	0	-0.375
0	1	0	3	1	0	0	3	0.375
0	1	0	3	1	0	1	2	-0.375
0	1	0	3	1	0	2	1	-0.375
0	1	0	3	1	0	3	0	0.375
0	1	0	3	1	1	0	2	-0.375
0	1	0	3	1	1	1	1	0.5
0	1	0	3	1	1	2	0	-0.5
0	1	0	3	1	2	0	1	-0.5
0	1	0	3	1	2	1	0	-0.5
0	1	0	3	1	3	0	0	0.5
0	1	0	3	2	0	0	2	0.375
0	1	0	3	2	0	1	1	-0.5
0	1	0	3	2	0	2	0	0.5
0	1	0	3	2	1	0	1	-0.5
0	1	0	3	2	1	1	0	-0.5
0	1	0	3	2	2	0	0	0.5
0	1	0	3	3	0	0	1	0.5
0	1	0	3	3	0	1	0	0.5
0	1	0	3	3	1	0	0	0.5
0	1	0	3	4	0	0	0	-0.5
0	1	0	4	0	0	0	3	-0.375
0	1	0	4	0	0	1	2	0.375
0	1	0	4	0	0	2	1	0.375
0	1	0	4	0	0	3	0	-0.375
0	1	0	4	0	1	0	2	0.375
0	1	0	4	0	1	1	1	-0.5
0	1	0	4	0	1	2	0	0.5
0	1	0	4	0	2	0	1	0.5
0	1	0	4	0	2	1	0	0.5
0	1	0	4	0	3	0	0	-0.5
0	1	0	4	1	0	0	2	0.375
0	1	0	4	1	0	1	1	-0.5
0	1	0	4	1	0	2	0	0.5
0	1	0	4	1	1	0	1	-0.5
0	1	0	4	1	1	1	0	-0.5
0	1	0	4	1	2	0	0	0.5
0	1	0	4	2	0	0	1	0.5
0	1	0	4	2	0	1	0	0.5
0	1	0	4	2	1	0	0	0.5
0	1	0	4	3	0	0	0	-0.5
0	1	0	5	0	0	0	2	-0.375
0	1	0	5	0	0	1	1	0.5
0	1	0	5	0	0	2	0	-0.5
0	1	0	5	0	1	0	1	0.5
0	1	0	5	0	1	1	0	0.5
0	1	0	5	0	2	0	0	-0.5
0	1	0	5	1	0	0	1	0.5
0	1	0	5	1	0	1	0	0.5
0	1	0	5	1	1	0	0	0.5
0	1	0	5	2	0	0	0	-0.5
0	1	0	6	0	0	0	1	-0.5
0	1	0	6	0	0	1	0	-0.5
0	1	0	6	0	1	0	0	-0.5
0	1	0	6	1	0	0	0	-0.5
0	1	0	7	0	0	0	0	0.5
0	1	1	0	0	0	0	6	-0.5
0	1	1	0	0	0	1	5	0.5
0	1	1	0	0	0	2	4	0.5
0	1	1	0	0	0	3	3	0.5
0	1	1	0	0	0	4	2	0.5
0	1	1	0	0	0	5	1	0.5
0	1	1	0	0	0	6	0	-0.5
0	1	1	0	0	1	0	5	0.5
0	1	1	0	0	1	1	4	-0.5
0	1	1	0	0	1	2	3	-0.5
0	1	1	0	0	1	3	2	-0.5
0	1	1	0	0	1	4	1	-0.5
0	1	1	0	0	1	5	0	0.5
0	1	1	0	0	2	0	4	0.5
0	1	1	0	0	2	1	3	-0.5
0	1	1	0	0	2	2	2	-0.5
0	1	1	0	0	2	3	1	-0.5
0	1	1	0	0	2	4	0	0.5
0	1	1	0	0	3	0	3	0.5
0	1	1	0	0	3	1	2	-0.5
0	1	1	0	0	3	2	1	-0.5
0	1	1	0	0	3	3	0	0.5
0	1	1	0	0	4	0	2	0.375
0	1	1	0	0	4	1	1	-0.5
0	1	1	0	0	4	2	0	0.5
0	1	1	0	0	5	0	1	0.5
0	1	1	0	0	5	1	0	0.5
0	1	1	0	0	6	0	0	-0.5
0	1	1	0	1	0	0	5	0.5
0	1	1	0	1	0	1	4	-0.5
0	1	1	0	1	0	2	3	-0.5
0	1	1	0	1	0	3	2	-0.5
0	1	1	0	1	0	4	1	-0.5
0	1	1	0	1	0	5	0	0.5
0	1	1	0	1	1	0	4	-0.5
0	1	1	0	1	1	1	3	0.5
0	1	1	0	1	1	2	2	0.5
0	1	1	0	1	1	3	1	0.5
0	1	1	0	1	1	4	0	-0.5
0	1	1	0	1	2	0	3	-0.5
0	1	1	0	1	2	1	2	0.5
0	1	1	0	1	2	2	1	0.5
0	1	1	0	1	2	3	0	-0.5
0	1	1	0	1	3	0	2	-0.375
0	1	1	0	1	3	1	1	0.5
0	1	1	0	1	3	2	0	-0.5
0	1	1	0	1	4	0	1	-0.5
0	1	1	0	1	4	1	0	-0.5
0	1	1	0	1	5	0	0	0.5
0	1	1	0	2	0	0	4	0.5
0	1	1	0	2	0	1	3	-0.5
0	1	1	0	2	0	2	2	-0.5
0	1	1	0	2	0	3	1	-0.5
0	1	1	0	2	0	4	0	0.5
0	1	1	0	2	1	0	3	-0.5
0	1	1	0	2	1	1	2	0.5
0	1	1	0	2	1	2	1	0.5
0	1	1	0	2	1	3	0	-0.5
0	1	1	0	2	2	0	2	-0.375
0	1	1	0	2	2	1	1	0.5
0	1	1	0	2	2	2	0	-0.5
0	1	1	0	2	3	0	1	-0.5
0	1	1	0	2	3	1	0	-0.5
0	1	1	0	2	4	0	0	0.5
0	1	1	0	3	0	0	3	0.375
0	1	1	0	3	0	1	2	-0.375
0	1	1	0	3	0	2	1	-0.375
0	1	1	0	3	0	3	0	0.375
0	1	1	0	3	1	0	2	-0.375
0	1	1	0	3	1	1	1	0.5
0	1	1	0	3	1	2	0	-0.5
0	1	1	0	3	2	0	1	-0.5
0	1	1	0	3	2	1	0	-0.5
0	1	1	0	3	3	0	0	0.5
0	1	1	0	4	0	0	2	0.375
0	1	1	0	4	0	1	1	-0.5
0	1	1	0	4	0	2	0	0.5
0	1	1	0	4	1	0	1	-0.5
0	1	1	0	4	1	1	0	-0.5
0	1	1	0	4	2	0	0	0.5
0	1	1	0	5	0	0	1	0.5
0	1	1	0	5	0	1	0	0.5
0	1	1	0	5	1	0	0	0.5
0	1	1	0	6	0	0	0	-0.5
0	1	1	1	0	0	0	5	0.5
0	1	1	1	0	0	1	4	-0.5
0	1	1	1	0	0	2	3	-0.5
0	1	1	1	0	0	3	2	-0.5
0	1	1	1	0	0	4	1	-0.5
0	1	1	1	0	0	5	0	0.5
0	1	1	1	0	1	0	4	-0.5
0	1	1	1	0	1	1	3	0.5
0	1	1	1	0	1	2	2	0.5
0	1	1	1	0	1	3	1	0.5
0	1	1	1	0	1	4	0	-0.5
0	1	1	1	0	2	0	3	-0.5
0	1	1	1	0	2	1	2	0.5
0	1	1	1	0	2	2	1	0.5
0	1	1	1	0	2	3	0	-0.5
0	1	1	1	0	3	0	2	-0.375
0	1	1	1	0	3	1	1	0.5
0	1	1	1	0	3	2	0	-0.5
0	1	1	1	0	4	0	1	-0.5
0	1	1	1	0	4	1	0	-0.5
0	1	1	1	0	5	0	0	0.5
0	1	1	1	1	0	0	4	-0.5
0	1	1	1	1	0	1	3	0.5
0	1	1	1	1	0	2	2	0.5
0	1	1	1	1	0	3	1	0.5
0	1	1	1	1	0	4	0	-0.5
0	1	1	1	1	1	0	3	0.5
0	1	1	1	1	1	1	2	-0.5
0	1	1	1	1	1	2	1	-0.5
0	1	1	1	1	1	3	0	0.5
0	1	1	1	1	2	0	2	0.375
0	1	1	1	1	2	1	1	-0.5
0	1	1	1	1	2	2	0	0.5
0	1	1	1	1	3	0	1	0.5
0	1	1	1	1	3	1	0	0.5
0	1	1	1	1	4	0	0	-0.5
0	1	1	1	2	0	0	3	-0.375
0	1	1	1	2	0	1	2	0.375
0	1	1	1	2	0	2	1	0.375
0	1	1	1	2	0	3	0	-0.375
0	1	1	1	2	1	0	2	0.375
0	1	1	1	2	1	1	1	-0.5
0	1	1	1	2	1	2	0	0.5
0	1	1	1	2	2	0	1	0.5
0	1	1	1	2	2	1	0	0.5
0	1	1	1	2	3	0	0	-0.5
0	1	1	1	3	0	0	2	-0.375
0	1	1	1	3	0	1	1	0.5
0	1	1	1	3	0	2	0	-0.5
0	1	1	1	3	1	0	1	0.5
0	1	1	1	3	1	1	0	0.5
0	1	1	1	3	2	0	0	-0.5
0	1	1	1	4	0	0	1	-0.5
0	1	1	1	4	0	1	0	-0.5
0	1	1	1	4	1	0	0	-0.5
0	1	1	1	5	0	0	0	0.5
0	1	1	2	0	0	0	4	0.375
0	1	1	2	0	0	1	3	-0.375
0	1	1	2	0	0	2	2	-0.375
0	1	1	2	0	0	3	1	-0.375
0	1	1	2	0	0	4	0	0.375
0	1	1	2	0	1	0	3	-0.375
0	1	1	2	0	1	1	2	0.375
0	1	1	2	0	1	2	1	0.375
0	1	1	2	0	1	3	0	-0.375
0	1	1	2	0	2	0	2	-0.3125
0	1	1	2	0	2	1	1	0.375
0	1	1	2	0	2	2	0	-0.375
0	1	1	2	0	3	0	1	-0.375
0	1	1	2	0	3	1	0	-0.375
0	1	1	2	0	4	0	0	0.375
0	1	1	2	1	0	0	3	-0.375
0	1	1	2	1	0	1	2	0.375
0	1	1	2	1	0	2	1	0.375
0	1	1	2	1	0	3	0	-0.375
0	1	1	2	1	1	0	2	0.375
0	1	1	2	1	1	1	1	-0.5
0	1	1	2	1	1	2	0	0.5
0	1	1	2	1	2	0	1	0.5
0	1	1	2	1	2	1	0	0.5
0	1	1	2	1	3	0	0	-0.5
0	1	1	2	2	0	0	2	-0.375
0	1	1	2	2	0	1	1	0.5
0	1	1	2	2	0	2	0	-0.5
0	1	1	2	2	1	0	1	0.5
0	1	1	2	2	1	1	0	0.5
0	1	1	2	2	2	0	0	-0.5
0	1	1	2	3	0	0	1	-0.5
0	1	1	2	3	0	1	0	-0.5
0	1	1	2	3	1	0	0	-0.5
0	1	1	2	4	0	0	0	0.5
0	1	1	3	0	0	0	3	0.375
0	1	1	3	0	0	1	2	-0.375
0	1	1	3	0	0	2	1	-0.375
0	1	1	3	0	0	3	0	0.375
0	1	1	3	0	1	0	2	-0.375
0	1	1	3	0	1	1	1	0.5
0	1	1	3	0	1	2	0	-0.5
0	1	1	3	0	2	0	1	-0.5
0	1	1	3	0	2	1	0	-0.5
0	1	1	3	0	3	0	0	0.5
0	1	1	3	1	0	0	2	-0.375
0	1	1	3	1	0	1	1	0.5
0	1	1	3	1	0	2	0	-0.5
0	1	1	3	1	1	0	1	0.5
0	1	1	3	1	1	1	0	0.5
0	1	1	3	1	2	0	0	-0.5
0	1	1	3	2	0	0	1	-0.5
0	1	1	3	2	0	1	0	-0.5
0	1	1	3	2	1	0	0	-0.5
0	1	1	3	3	0	0	0	0.5
0	1	1	4	0	0	0	2	0.375
0	1	1	4	0	0	1	1	-0.5
0	1	1	4	0	0	2	0	0.5
0	1	1	4	0	1	0	1	-0.5
0	1	1	4	0	1	1	0	-0.5
0	1	1	4	0	2	0	0	0.5
0	1	1	4	1	0	0	1	-0.5
0	1	1	4	1	0	1	0	-0.5
0	1	1	4	1	1	0	0	-0.5
0	1	1	4	2	0	0	0	0.5
0	1	1	5	0	0	0	1	0.5
0	1	1	5	0	0	1	0	0.5
0	1	1	5	0	1	0	0	0.5
0	1	1	5	1	0	0	0	0.5
0	1	1	6	0	0	0	0	-0.5
0	1	2	0	0	0	0	5	-0.375
0	1	2	0	0	0	1	4	0.375
0	1	2	0	0	0	2	3	0.375
0	1	2	0	0	0	3	2	0.375
0	1	2	0	0	0	4	1	0.375
0	1	2	0	0	0	5	0	-0.375
0	1	2	0	0	1	0	4	0.375
0	1	2	0	0	1	1	3	-0.375
0	1	2	0	0	1	2	2	-0.375
0	1	2	0	0	1	3	1	-0.375
0	1	2	0	0	1	4	0	0.375
0	1	2	0	0	2	0	3	0.375
0	1	2	0	0	2	1	2	-0.375
0	1	2	0	0	2	2	1	-0.375
0	1	2	0	0	2	3	0	0.375
0	1	2	0	0	3	0	2	0.3125
0	1	2	0	0	3	1	1	-0.375
0	1	2	0	0	3	2	0	0.375
0	1	2	0	0	4	0	1	0.375
0	1	2	0	0	4	1	0	0.375
0	1	2	0	0	5	0	0	-0.375
0	1	2	0	1	0	0	4	0.375
0	1	2	0	1	0	1	3	-0.375
0	1	2	0	1	0	2	2	-0.375
0	1	2	0	1	0	3	1	-0.375
0	1	2	0	1	0	4	0	0.375
0	1	2	0	1	1	0	3	-0.375
0	1	2	0	1	1	1	2	0.375
0	1	2	0	1	1	2	1	0.375
0	1	2	0	1	1	3	0	-0.375
0	1	2	0	1	2	0	2	-0.3125
0	1	2	0	1	2	1	1	0.375
0	1	2	0	1	2	2	0	-0.375
0	1	2	0	1	3	0	1	-0.375
0	1	2	0	1	3	1	0	-0.375
0	1	2	0	1	4	0	0	0.375
0	1	2	0	2	0	0	3	0.3125
0	1	2	0	2	0	1	2	-0.3125
0	1	2	0	2	0	2	1	-0.3125
0	1	2	0	2	0	3	0	0.3125
0	1	2	0	2	1	0	2	-0.3125
0	1	2	0	2	1	1	1	0.375
0	1	2	0	2	1	2	0	-0.375
0	1	2	0	2	2	0	1	-0.375
0	1	2	0	2	2	1	0	-0.375
0	1	2	0	2	3	0	0	0.375
0	1	2	0	3	0	0	2	0.3125
0	1	2	0	3	0	1	1	-0.375
0	1	2	0	3	0	2	0	0.375
0	1	2	0	3	1	0	1	-0.375
0	1	2	0	3	1	1	0	-0.375
0	1	2	0	3	2	0	0	0.375
0	1	2	0	4	0	0	1	0.375
0	1	2	0	4	0	1	0	0.375
0	1	2	0	4	1	0	0	0.375
0	1	2	0	5	0	0	0	-0.375
0	1	2	1	0	0	0	4	0.375
0	1	2	1	0	0	1	3	-0.375
0	1	2	1	0	0	2	2	-0.375
0	1	2	1	0	0	3	1	-0.375
0	1	2	1	0	0	4	0	0.375
0	1	2	1	0	1	0	3	-0.375
0	1	2	1	0	1	1	2	0.375
0	1	2	1	0	1	2	1	0.375
0	1	2	1	0	1	3	0	-0.375
0	1	2	1	0	2	0	2	-0.3125
0	1	2	1	0	2	1	1	0.375
0	1	2	1	0	2	2	0	-0.375
0	1	2	1	0	3	0	1	-0.375
0	1	2	1	0	3	1	0	-0.375
0	1	2	1	0	4	0	0	0.375
0	1	2	1	1	0	0	3	-0.375
0	1	2	1	1	0	1	2	0.375
0	1	2	1	1	0	2	1	0.375
0	1	2	1	1	0	3	0	-0.375
0	1	2	1	1	1	0	2	0.375
0	1	2	1	1	1	1	1	-0.5
0	1	2	1	1	1	2	0	0.5
0	1	2	1	1	2	0	1	0.5
0	1	2	1	1	2	1	0	0.5
0	1	2	1	1	3	0	0	-0.5
0	1	2	1	2	0	0	2	-0.375
0	1	2	1	2	0	1	1	0.5
0	1	2	1	2	0	2	0	-0.5
0	1	2	1	2	1	0	1	0.5
0	1	2	1	2	1	1	0	0.5
0	1	2	1	2	2	0	0	-0.5
0	1	2	1	3	0	0	1	-0.5
0	1	2	1	3	0	1	0	-0.5
0	1	2	1	3	1	0	0	-0.5
0	1	2	1	4	0	0	0	0.5
0	1	2	2	0	0	0	3	0.375
0	1	2	2	0	0	1	2	-0.375
0	1	2	2	0	0	2	1	-0.375
0	1	2	2	0	0	3	0	0.375
0	1	2	2	0	1	0	2	-0.375
0	1	2	2	0	1	1	1	0.5
0	1	2	2	0	1	2	0	-0.5
0	1	2	2	0	2	0	1	-0.5
0	1	2	2	0	2	1	0	-0.5
0	1	2	2	0	3	0	0	0.5
0	1	2	2	1	0	0	2	-0.375
0	1	2	2	1	0	1	1	0.5
0	1	2	2	1	0	2	0	-0.5
0	1	2	2	1	1	0	1	0.5
0	1	2	2	1	1	1	0	0.5
0	1	2	2	1	2	0	0	-0.5
0	1	2	2	2	0	0	1	-0.5
0	1	2	2	2	0	1	0	-0.5
0	1	2	2	2	1	0	0	-0.5
0	1	2	2	3	0	0	0	0.5
0	1	2	3	0	0	0	2	0.375
0	1	2	3	0	0	1	1	-0.5
0	1	2	3	0	0	2	0	0.5
0	1	2	3	0	1	0	1	-0.5
0	1	2	3	0	1	1	0	-0.5
0	1	2	3	0	2	0	0	0.5
0	1	2	3	1	0	0	1	-0.5
0	1	2	3	1	0	1	0	-0.5
0	1	2	3	1	1	0	0	-0.5
0	1	2	3	2	0	0	0	0.5
0	1	2	4	0	0	0	1	0.5
0	1	2	4	0	0	1	0	0.5
0	1	2	4	0	1	0	0	0.5
0	1	2	4	1	0	0	0	0.5
0	1	2	5	0	0	0	0	-0.5
0	1	3	0	0	0	0	4	-0.375
0	1	3	0	0	0	1	3	0.375
0	1	3	0	0	0	2	2	0.375
0	1	3	0	0	0	3	1	0.375
0	1	3	0	0	0	4	0	-0.375
0	1	3	0	0	1	0	3	0.375
0	1	3	0	0	1	1	2	-0.375
0	1	3	0	0	1	2	1	-0.375
0	1	3	0	0	1	3	0	0.375
0	1	3	0	0	2	0	2	0.3125
0	1	3	0	0	2	1	1	-0.375
0	1	3	0	0	2	2	0	0.375
0	1	3	0	0	3	0	1	0.375
0	1	3	0	0	3	1	0	0.375
0	1	3	0	0	4	0	0	-0.375
0	1	3	0	1	0	0	3	0.375
0	1	3	0	1	0	1	2	-0.375
0	1	3	0	1	0	2	1	-0.375
0	1	3	0	1	0	3	0	0.375
0	1	3	0	1	1	0	2	-0.375
0	1	3	0	1	1	1	1	0.5
0	1	3	0	1	1	2	0	-0.5
0	1	3	0	1	2	0	1	-0.5
0	1	3	0	1	2	1	0	-0.5
0	1	3	0	1	3	0	0	0.5
0	1	3	0	2	0	0	2	0.375
0	1	3	0	2	0	1	1	-0.5
0	1	3	0	2	0	2	0	0.5
0	1	3	0	2	1	0	1	-0.5
0	1	3	0	2	1	1	0	-0.5
0	1	3	0	2	2	0	0	0.5
0	1	3	0	3	0	0	1	0.5
0	1	3	0	3	0	1	0	0.5
0	1	3	0	3	1	0	0	0.5
0	1	3	0	4	0	0	0	-0.5
0	1	3	1	0	0	0	3	0.375
0	1	3	1	0	0	1	2	-0.375
0	1	3	1	0	0	2	1	-0.375
0	1	3	1	0	0	3	0	0.375
0	1	3	1	0	1	0	2	-0.375
0	1	3	1	0	1	1	1	0.5
0	1	3	1	0	1	2	0	-0.5
0	1	3	1	0	2	0	1	-0.5
0	1	3	1	0	2	1	0	-0.5
0	1	3	1	0	3	0	0	0.5
0	1	3	1	1	0	0	2	-0.375
0	1	3	1	1	0	1	1	0.5
0	1	3	1	1	0	2	0	-0.5
0	1	3	1	1	1	0	1	0.5
0	1	3	1	1	1	1	0	0.5
0	1	3	1	1	2	0	0	-0.5
0	1	3	1	2	0	0	1	-0.5
0	1	3	1	2	0	1	0	-0.5
0	1	3	1	2	1	0	0	-0.5
0	1	3	1	3	0	0	0	0.5
0	1	3	2	0	0	0	2	0.375
0	1	3	2	0	0	1	1	-0.5
0	1	3	2	0	0	2	0	0.5
0	1	3	2	0	1	0	1	-0.5
0	1	3	2	0	1	1	0	-0.5
0	1	3	2	0	2	0	0	0.5
0	1	3	2	1	0	0	1	-0.5
0	1	3	2	1	0	1	0	-0.5
0	1	3	2	1	1	0	0	-0.5
0	1	3	2	2	0	0	0	0.5
0	1	3	3	0	0	0	1	0.5
0	1	3	3	0	0	1	0	0.5
0	1	3	3	0	1	0	0	0.5
0	1	3	3	1	0	0	0	0.5
0	1	3	4	0	0	0	0	-0.5
0	1	4	0	0	0	0	3	-0.375
0	1	4	0	0	0	1	2	0.375
0	1	4	0	0	0	2	1	0.375
0	1	4	0	0	0	3	0	-0.375
0	1	4	0	0	1	0	2	0.375
0	1	4	0	0	1	1	1	-0.5
0	1	4	0	0	1	2	0	0.5
0	1	4	0	0	2	0	1	0.5
0	1	4	0	0	2	1	0	0.5
0	1	4	0	0	3	0	0	-0.5
0	1	4	0	1	0	0	2	0.375
0	1	4	0	1	0	1	1	-0.5
